ORF,Ca_5_min,Ca_15_min,Ca_30_min,Ca_60_min,Ca_FK506_5_min,Ca_FK506_15_min,Ca_FK506_30_min,Ca_FK506_60_min,Ca_Ca_FK506_15_min,Ca_Ca_FK506_30_min,crz1_Ca_15_min,crz1_Ca_30_min,Na_15_min,Na_30_min,Na_45_min,Na_60_min,Na_FK506_15_min,Na_FK506_30_min,Na_FK506_45_min,Na_FK506_60_min,Na_Na_FK506_30_min,Na_Na_FK506_45_min,crz1_Na_30_min,crz1_Na_45_min
YCR106W,-0.38,-0.406728954,-0.764862125,-0.391,-0.61,0.257511282,0.29,0.167968743,-0.530998614,-0.4145186,,0.028,0.388,-0.314,-0.101,0.128,0.856,0.634,0.459,0.081,-0.999,-0.112225454,0.054430774,-0.213679089
YDR303C,-0.54632632,-0.496051401,-0.504718185,-0.30183444,-0.608555957,-0.49,-0.397947462,-0.15628642,-0.343544967,-0.206,0.213126668,0.075,-0.152,0.15,0.132,-0.151,-0.418,0.223,0.378,0.249,-0.055808332,-0.159514491,0.010000347,0.112311894
YIL130W,-0.147134677,-0.406,-0.524192392,0.077,0.417,-0.786,0.082,,-0.399,-0.060194573,0.017,-0.064,-0.411,-0.015,0.229,-0.225,-0.234,0.065,-0.128,-0.085,-0.235767817,0.108354862,0.20090125,-0.254
YOR172W,0.424189484,0.110311894,-0.08,-0.254272381,0.196755966,0.843,0.383301353,0.298677645,-0.010483995,-0.378397248,0.036040674,-0.083485357,-0.73,-0.29,-0.16,-0.656,-0.09,-0.03,-0.06,0.08,-0.155217792,-0.090679089,-0.277255281,0.015444043
YBR239C,-1.155,-1.145298302,-0.559140415,-0.744490852,-0.885,-0.5,-0.36449922,-0.209150815,-0.132983018,-0.003,0.211,0.055000347,0.029,-0.138,-0.487,-0.258,-0.209,-0.077,-0.433,-0.537,-0.037,,0.159,
YDR213W,0.221307107,0.19184386,-0.066363701,0.192798358,0.131491846,-0.246,0.546458345,-0.48093984,0.13916556,-0.085,-0.042508247,-0.214922022,-0.565,0.234,-0.269,-0.856,-0.634,-0.327,-0.08,-0.211,0.122981195,0.012475306,-0.512216103,0.085008664
YER184C,2.211542912,2.797879288,2.071697545,0.302805427,-0.836,-0.032,-0.199767817,-0.033908402,-2.345047295,-1.795678146,-2.534188902,-2.052,-0.436,0.402,0.293,-0.17,-0.212,-0.141,0.06,-0.057,-0.559231826,-0.059,-0.564298302,-0.294991336
YJL103C,1.125484337,1.166759666,0.196890602,,,0.433,-0.307,0.395,-0.776,0.078783897,-0.066695663,-0.14381667,-0.269,0.448,1.066,0.805,-0.436,0.197,0.758,0.867,-0.228378373,0.19061017,0.076367493,-0.185417319
YKL222C,-0.131682286,0.093357385,0.062685737,0.188953091,-0.526237496,-0.05,0.266,,-0.309195593,,-0.18847496,-0.258922022,-0.058,-0.723,-0.459,-0.231,-0.051,-0.665,-0.376,-0.314,0.180329107,-0.043684926,-0.289499606,-0.24343273
YKR064W,-0.16,0.005934432,-0.028499913,-0.225805502,0.043,-0.148987523,-0.41,0.270428816,-0.224977819,-0.263472714,-0.197217792,-0.331810516,-0.205,0.211,0.306,0.127,-0.423,0.161,0.154,0.224,-0.400473505,-0.294255953,-0.189778128,-0.01043273
YLL054C,0.26423507,0.2229474,-0.356874092,0.019529165,0.175,-0.098813806,-0.03609875,0.094925501,-0.260874431,-0.019,-0.379,-0.104,-0.926,-0.667,-0.643,-0.746,-0.551,-0.653,-0.294,-0.265,-0.50234848,-0.088,-0.410994455,-0.088793913
YLR228C,-0.346159186,-1.022640991,-0.467208448,-0.773,0.766,-0.765679089,-1.206136151,-0.493702241,-0.181499606,-0.416298302,-0.432,-0.606,-0.223,0.177,-0.134,-0.814,0.07,0.143,0.089,0.171,-0.253550887,-0.247436838,-0.36438825,0.054
YLR266C,0.405311894,0.77021275,0.000782208,0.184580607,0.425012412,1.028304789,0.381575998,-0.153718635,-0.061989627,-0.048329172,0.3780785,0.250289216,-0.029,0.203,0.422,0.424,0.103,0.542,0.771,0.974,-0.371480505,0.236032058,-0.385903196,-0.063998614
YML076C,-0.003642754,-0.030725638,-0.151,-0.198756718,-0.049,,,-0.173,-0.540448385,-0.037296149,-0.11647496,-0.248752695,-0.295,0.195,0.064,0.083,0.038,-0.174,0.343,0.503,-0.198016229,-0.025,-0.464038327,-0.10249922
YNR063W,,0.559571972,1.913,,,-0.488,,-0.008217792,-1.113571914,-0.93,-1.286,-0.677,-0.316,-0.529,-0.644,-0.667,0.009,-0.531,-0.212,-0.007,,-0.408,0.322778772,0.027252637
YOR165W,-0.293393864,-0.528201642,-0.538448385,-0.283,-0.426,-0.608,-0.396492982,-0.043090079,-0.017305467,-0.01,0.314703851,0.006010373,-0.027,-0.202,-0.173,-0.297,-0.22,-0.315,-0.237,-0.215,-0.082796223,-0.042138789,-0.205124067,0.052660198
YOR380W,0.009621627,0.041857582,-0.132700984,-0.153,-0.077,0.277,,,-0.106573662,-0.072,0.376527714,0.297799656,-0.1,0.19,0.47,0.32,-0.22,-0.21,0.19,0.4,0.132214785,-0.169875314,-0.005965343,0.109349025
YPL133C,-0.197599246,-0.086131925,-0.420229214,0.061010373,0.114691387,-0.208847166,-0.241350592,-0.016903196,0.365846103,0.382618612,0.050311894,0.278680641,-0.212,0.073,0.065,-0.133,0.067,-0.012,0.004,0.113,-0.0079063,0.016216598,-0.038473505,0.149216598
YBR033W,0.226948599,0.459631781,0.464189484,0.022606067,0.315983986,0.341000347,0.069745298,0.180554447,-0.139861375,-0.365441431,-0.232305467,-0.163472286,-0.2,-0.12,-0.14,-0.26,-0.11,0,-0.44,-0.28,-0.083170884,0.095077978,0.030554447,-0.174571914
YLR278C,-0.028,0.435928449,0.182324436,0.403,,-0.054,0.003665262,,-0.24994143,0.036,-0.350194573,-0.013,-0.12,-0.32,-0.11,-0.1,0.142,0.12,0.36,-0.16,-0.547,-0.299255953,0.0894191,-0.109324554
YJR126C,0.266631781,0.312,0.219645643,-0.206472926,0.217004522,0.591041935,0.461841241,-0.066994455,-0.135427134,-0.544365377,-0.020969708,-0.202908402,-0.345,-0.104,0.006,0.126,0.224,-0.198,0.401,0.587,-0.089405647,-0.160058647,-0.464470835,-0.362068587
YKR084C,0.097660198,0.41205386,0.695973306,0.164973208,-0.135,1.419,0.831943054,1.094,-0.185987523,-0.092028229,0.00140845,0.007016982,0.039,-0.028,0.254,0.414,0.087,-0.191,0.173,0.411,-0.001536222,0.030840814,-0.310692893,0.013221872
YNL014W,-0.919288327,-1.253650975,-1.299254702,-0.299,-0.296082572,-1.418,-0.666272381,-0.701438258,0.451,0.372795892,-0.061999116,0.032973306,-0.169,-0.723,-0.681,-0.656,,-0.428,-0.07,-0.037,0.058897005,-0.105329172,0.299086024,0.136
YGR201C,0.819626474,2.183971771,2.664572866,0.846866037,0.437411759,1.159431153,1.881420633,0.008289216,-0.453324554,-0.629848171,-1.182550887,-1.121253627,0.571,1.331,2.126,2.283,0.514,1.132,1.407,1.546,-0.455388731,-0.129695663,-0.550525593,-0.735638789
YDL206W,1.531419005,1.593526495,0.883746373,-0.287357573,1.518785439,,0.873888907,0.713,0.011519495,-0.588537036,0.18655521,-0.062168037,-0.113,,,,,,,,0.217121876,0.270558569,-0.391332074,0.063987314
YLR020C,-0.262908402,-0.159727324,-0.103204108,-0.263168037,-0.378638789,-0.562971928,-0.076556492,-0.651874431,0.093420881,0.112125599,-0.139950094,-0.255199195,-0.303,-0.589,-0.6,-0.58,0.111,-0.337,-0.222,-0.39,0.055,-0.238272381,-0.293755025,-0.07803995
YPL004C,1.838272676,1.523611269,1.066709551,0.033095623,1.649975711,2.431583263,1.956007196,0.24271358,0.912455033,0.875768174,0.446645556,0.394554151,0.518,1.641,2.317,2.41,0.289,1.502,2.437,2.236,0.54577966,0.68486406,-0.313441431,-0.111314263
YBL064C,2.536354862,2.757781486,2.174125569,0.884500087,2.665138625,3.407519495,2.730522443,1.26,0.636491753,0.867726609,0.284618612,0.602781486,0.561,2.142,2.953,2.933,0.44,2.215,2.71,2.758,0.655234271,0.564230226,-0.008002348,0.063592778
YDR453C,0.735795892,2.022500394,2.375779584,1.590228488,0.324853845,1.565387726,2.31923507,0.928299016,0.66191505,0.747701698,-0.213,0.114879288,0.182,0.307,1.151,1.127,-0.092,0.257,0.507,0.757,0.216076427,0.532186194,0.056449583,-0.217624886
YHR111W,0.278215159,0.767649408,0.579527286,0.245189249,0.195032093,0.358875933,0.329798438,0.271658478,-0.395624886,-0.308140066,0.013611269,0.070068393,0.244,0.383,0.662,0.602,0.129,0.416,0.398,0.279,-0.200153897,-0.397,-0.005339802,0.113545834
YLR024C,0.077502166,0.465216598,-0.003170884,-0.007256632,-0.227734566,-0.225958387,-0.259038586,-0.612796223,-0.138692893,0.073757034,0.134125725,0.028001386,-0.285,-0.15,-0.19,-0.08,0.15,0.14,0.502,0.21,-0.292441431,-0.009133739,0.036048131,-0.154922022
YNR071C,0.552012412,0.566021178,0.430691387,-0.07310298,0.077,0.298630605,-0.091,0.034634623,-0.078,-0.172,-0.162536222,0.014956855,-0.421,-0.25,0.072,-0.11,-0.211,-0.367,0.269,0.518,-0.170457088,0.179,-0.175591737,-0.254
YDR330W,1.378086582,1.669527286,1.079167735,-0.209090079,1.053311895,1.989,0.673549644,0.323,-0.177931754,-0.629971928,0.0044191,0.185507018,0.017,1.511,1.652,1.576,0.162,1.211,1.616,1.801,-0.136728954,-0.08722034,-0.545782716,-0.18047496
YDR020C,-1.130332074,-0.607,-0.56542193,0.164375107,-1.000298302,-0.414485357,-0.097880168,0.248835732,-0.09783444,-0.161991336,-0.23,-0.284575489,-0.121,-0.935,-1.452,-1.172,0.305,-0.332,-0.576,-0.678,-0.167,-0.175111093,0.225733225,-0.017324554
YKR078W,-0.617108128,-1.201998614,-0.957,-0.271741543,-0.722,-1.297,,-0.477,-0.204324554,-0.058796223,-0.283560361,-0.206932454,-0.279,-0.355,-0.057,-0.107,-0.085,-0.165,0.051,0.114,-0.21702801,-0.110423889,0.015858117,-0.125950094
YNL091W,-0.187298302,-0.341490608,-0.289242966,-0.185141883,-0.896,-0.367,-0.27,-0.334,-0.434967907,-0.257308613,-0.216874401,-0.345310676,0.302,0.324,0.675,0.381,-0.243,0.008,0.369,0.341,-0.178297789,-0.204204108,-0.251,0.004725348
YFR016C,-0.429,-0.404991336,0.042221872,-0.145508247,-0.754439278,-0.406,-0.319159186,-0.045177624,0.292606136,0.04,-0.186,-0.3,1.409,1.106,0.786,0.833,0.537,0.758,0.47,0.345,0.142216935,0.16,0.297252637,-0.03
YBL047C,0.124414968,0.482274475,0.495701698,0.087783897,-0.053013623,0.08247462,-0.011874431,0.025216598,-0.044575489,-0.026750023,-0.018800028,0.021697545,0.13,-0.26,-0.12,0.27,0.36,0.1,0.03,0.33,0.135077978,0.075424511,-0.030128762,-0.186074499
YHL012W,-1.544987523,-1.46738986,-1.035,-1.221417488,-1.223,-1.432,,-0.043,-0.121889482,,-0.562194573,0.049125599,-0.247,-0.401,-0.878,-0.942,-0.36,-0.125,-0.705,-0.841,-0.145109398,0.145,0.362670862,0.245795892
YPL188W,-0.06284413,0.11514833,0.178857582,0.459781486,-0.137156125,0.009463341,0.011538209,0.152302642,0.052400602,-0.188436838,-0.12585167,-0.267168037,0.18,-0.331,0.042,0.376,0.128,-0.641,-0.393,-0.122,-0.078999653,0.236216598,-0.270497453,-0.082063068
YHR113W,0.651068246,0.797726609,0.906354862,0.021068246,0.169822443,0.883504246,0.744354862,-0.095,-0.322310676,-0.671217792,-0.032291979,-0.191,0.077,-0.008,0.396,0.364,0.199,0.016,0.201,0.31,-0.223255072,-0.59,-0.509593273,-0.591922022
YML038C,-0.366253627,0.55852504,0.221354862,0.071086663,-0.465894141,,0.012738552,-0.028380747,-1.141832265,-0.349195593,-0.832142418,-0.578393864,-0.705,-0.675,-0.26,-0.527,-0.711,-0.956,-0.566,-0.525,-0.570961096,-0.665810516,-0.711999116,-0.286060606
YGL220W,0.195186194,0.08040845,0.417154713,0.239925501,0.405835732,-0.081274009,0.087183395,0.141428816,0.312096804,0.419052431,0.461041935,0.301125599,0.662,0.042,-0.054,-0.137,0.494,0.296,0.005,-0.311,0.435,0.139354862,0.636265927,0.368320911
YGR106C,0.115077978,-0.031182395,-0.082497453,0.233462964,0.53040845,0.398125569,0.311307107,0.315230226,0.390554447,0.261697545,0.535216598,0.298817605,0.283,-0.098,-0.403,-0.505,0.461,0.272,-0.438,-0.583,0.520311894,0.570138625,0.520866261,0.405216598
YGR066C,0.67118859,0.613016982,0.335872395,0.070274362,0.516,1.129,0.298,0.094,0.515849185,0.214858117,0.651645643,0.278209403,0.266,2.843,3.112,2.907,0.359,2.303,2.727,2.845,0.370484757,0.646553303,0.050997652,0.404561742
YLR373C,0.018068393,0.037701698,-0.189847166,-0.055255072,0.173632423,-0.054254702,-0.130961336,0.14347462,0.087768174,-0.049628532,-0.275102995,-0.215454166,-0.34,0.11,-0.08,-0.29,-0.21,0.06,0.18,0.12,-0.292908402,-0.078572641,0.037258457,0.1310785
YBR108W,-0.328499606,-0.279239458,0.262561742,0.277048131,-0.175131925,-0.321124067,-0.267743396,0.222038865,-0.31613594,-0.096628532,-0.059605895,0.100151829,0.144,0.423,0.748,0.661,0.178,0.304,0.516,0.546,-0.014544967,-0.28385167,-0.188310676,-0.25510298
YCR063W,-1.53,-1.056624802,-0.344051401,-0.783329138,-0.204,-0.189616331,-0.197140415,0.23,-1.254,-0.028,0.218,-0.148,0.292,-0.108,-0.566,-0.227,0.07,-0.237,-0.439,-0.512,-0.289,-0.153923573,0.189947802,-0.24
YGL005C,0.427708021,0.719428086,0.569500394,0.422510484,0.731016982,1.136186194,0.674642427,0.440125109,0.179499391,0.118118448,0.009,0.081086582,-0.213,0.124,0.509,0.334,-0.099,0.319,0.202,0.275,0.099580607,0.260897005,-0.079012686,0.138010373
YAL036C,-1.79287073,-1.79804825,-0.86976493,-0.068375007,-2.089515663,-2.227080629,-0.961887713,-0.485585032,-0.143999653,0.62479211,-0.94149922,-0.469752695,0.252,-0.811,-0.999,-0.92,0.271,-0.518,-1.016,-1.023,,-0.367026694,0.953,0.050583263
YLR053C,-0.653,-0.115950094,-0.139,-0.36,,0.309,0.117,-0.077,0.128,-0.229,-0.33,-0.082977819,-0.099,0.151,0.46,0.237,-0.119,-0.116,-0.001,0.067,-0.405771164,0.008,0.155258636,-0.065255281
YDR384C,-0.44543273,-1.099273391,-1.133341468,-0.340472926,-0.512669338,-1.284273391,-0.839710784,0.209545037,0.155361211,0.639113729,0.423817605,0.156897005,1.125,0.413,-0.067,,0.691,-0.093,-0.192,-0.135,0.515335394,0.047042511,0.709030292,0.273155705
YLL056C,0.917152834,1.313561742,0.936765446,0.657374987,0.571433712,0.054538209,-0.307847166,0.302950595,-0.446198415,-0.045,-0.340388731,-0.165375007,-0.444,0.001,0.355,0.212,-0.421,-0.185,0.362,0.531,-0.073472286,-0.040499913,0.063849185,0.10476208
YOL031C,0.069553626,0.145314046,0.463554151,0.502241105,0.327314046,0.585977055,0.441152265,-0.147182395,0.112788251,-0.192112161,0.165645643,-0.145537036,-0.104,0.211,0.465,0.44,0.143,0.537,0.658,0.55,-0.238058218,-0.022015084,-0.187571914,0.117167735
YER024W,-0.705341468,-0.601600342,-0.311240338,-0.3295809,-0.245790597,-0.709049405,-0.588638789,-0.504725525,0.132048131,-0.048314263,0.096252637,0.063427359,0.183,1.108,1.433,0.88,0.286,1.437,1.402,1.385,-0.404197419,-0.069,-0.00182528,0.157336665
YDR003W,1.386621627,1.713138625,1.192527074,0.59016556,1.401952397,1.381,1.002947802,0.771258457,0.117846103,-0.050427134,0.111199617,0.088888907,0.678,1.088,1.266,1.181,0.578,1.263,1.167,1.091,0.219734886,0.518853845,0.23350078,0.244675446
YDL010W,1.607689324,2.008902273,2.063645556,1.048590107,0.535211503,0.53857144,0.092897352,0.187155705,-1.178131925,-1.534532478,-1.259728954,-1.10294143,0.909,1.393,1.341,1.198,0.463,0.555,0.487,0.641,-0.285445849,-0.321324554,-0.499255281,-0.535266775
YDR018C,0.34467368,0.704995441,0.286535465,0.051576111,-0.048067287,1.154,0.753,-0.087,0.141997652,0.09497199,-0.101,-0.216381388,0.053,0.269,0.577,1.095,0.453,0.175,0.164,-0.03,0.191244975,0.097557487,0.016502547,-0.205
YPL095C,-0.6,-0.309728954,-0.373472926,-1.17504825,-0.573726785,-0.36364805,-0.499655295,-1.627923573,-0.123220416,-0.150911279,0.766,1.091760542,-0.904,-0.711,-0.249,-0.4,-0.175,0.347,0.759,0.768,0.68965152,0.47767368,-0.06297392,0.565866261
YPL077C,0.928234271,1.127118448,0.50941783,0.31389702,0.441961673,1.399,0.41186406,0.197,-0.12344479,-0.109204108,0.314554151,0.157118448,-0.023,0.185,0.151,0.166,-0.493,0.315,0.108,0.165,-0.315423889,-0.211730278,-0.015255072,-0.020967942
YFR044C,0.477041935,0.554474655,0.84082032,0.60105386,0.295400754,0.437759662,0.51755521,0.220016982,0.153745298,0.169618612,0.390272676,0.279726609,0.623,0.721,0.773,0.889,0.734,0.68,0.667,0.791,0.366453741,0.359831963,0.032,0.211798358
YKL224C,-0.062537036,-0.544149272,-0.077664218,-0.162220416,-0.511610077,-0.351,-0.069,-0.756763043,-0.114957489,-0.193,-0.025899843,0.027191668,0.299,0.94,1.099,1.003,-0.154,0.36,0.849,0.635,0.127611269,-0.25229106,-0.127,-0.107752695
YDR032C,1.495112287,1.969443508,2.434861211,1.911335782,1.700866261,2.396795892,2.722258457,2.236727619,0.713387726,0.358214148,0.09489702,-0.045999116,0.31,0.306,0.924,1.072,-0.039,0.211,0.478,0.691,0.384739055,0.442080134,-0.302234554,-0.325274652
YBR052C,1.366866037,1.971800805,1.465032093,0.041394105,1.589925501,2.266743368,1.565138582,0.21614833,0.837745298,0.740184717,0.660645556,0.775113729,0.709,1.11,1.882,1.983,0.509,0.907,1.499,1.563,0.708110518,0.273801585,-0.048499913,-0.128959326
YEL016C,-0.188302455,-0.099688106,-0.273051401,0.358353552,-0.212211749,-0.023846068,-0.014423889,-0.167524694,-0.02042141,0.075587889,0.12040845,0.035424511,-0.007,-0.105,0.083,-0.311,-0.101,0.162,-0.255,-0.147,0.091697545,-0.175015084,0.015216598,0.197502547
YLR460C,-0.609785215,-1.202810751,-1.56436538,-1.780097105,-0.05,-1.484064333,-1.743866025,-1.491461791,-0.292329138,-0.032,0.264514643,0.176118448,0.463,0.345,0.27,0.091,0.615,0.347,0.26,-0.036,0.144172485,0.06912927,0.033995441,0.303897005
YNL323W,-0.079470817,-0.053189569,0.086289216,-0.101177624,-0.072473804,0.303897794,-0.133741543,-0.264065568,-0.207624886,-0.28581667,-0.214922022,-0.203,-0.167,-0.176,-0.472,-0.344,0.48,0.087,-0.047,0.175,3.03E-05,-0.11450958,-0.169245372,-0.27714662
YNL249C,-0.423454166,0.479311894,0.798902273,-0.053591737,-0.308547653,0.222,0.116228488,-0.396309344,0.172897794,0.103757034,0.288,0.096400602,-0.296,,-0.311,-0.241,0.072,-0.134,-0.366,-0.105,0.141,0.176,-0.15,-0.23883444
YLR364W,-0.53,-0.548497453,-0.354524694,0.080817605,-0.063,-0.46815161,-0.794820954,1.044597546,0.24088319,0.399040862,-0.100423889,-0.00915614,0.594,-0.165,,-0.075,0.407,0.145,-0.313,-0.256,0.303004522,0.283805427,0.440553303,0.334112287
YDR066C,0.013034657,0.802561742,0.482907594,0.065474655,-0.09234848,0.564569261,0.016859585,0.03409866,-0.025848171,-0.06387073,0.357274362,0.212138625,0.271,0.041,0.528,0.632,0.2,0.49,0.276,0.345,0.141012412,0.387,0.115831963,-0.112994455
YHR209W,0.929,1.703038865,2.239247305,1.470810431,0.749545037,1.962216935,2.906064244,1.817845647,0.328697545,0.930249977,0.017961673,-0.087874275,0.379,0.659,1.021,0.957,0.149,0.589,0.775,0.87,0.289997652,0.310322367,-0.028645138,-0.137965343
YHR080C,0.359665262,-0.057996881,-0.332305467,0.035,0.031245894,-0.207727324,-0.722,-0.153,0.055575412,-0.257862125,0.243986377,0.097,-0.19,-0.507,0.104,0.08,0.008,0.114,0.051,0.286,-0.030577284,0.062409467,-0.299142418,-0.294141883
YPL100W,0.565424511,0.785424511,0.514984916,-0.21,0.532216935,0.51,0.323563162,-0.284298302,-0.00042141,-0.245015084,0.025701698,0.009152834,-0.21,0.665,0.34,0.19,0.07,0.5,0.48,-0.026,-0.029965343,0.1980937,-0.124575489,0.035008664
YDL001W,-0.168525345,-0.395974464,-0.563038748,-0.141273496,-0.246495754,-0.224097727,-0.146642615,0.294716409,0.244288903,0.231701698,0.241697545,0.251582512,-0.131,0.023,-0.075,-0.293,-0.053,0.3,-0.009,-0.393,0.43018333,0.158126668,0.324,0.368279601
YKL039W,-0.140692893,0.06223507,0.530291449,-0.241629007,-0.813061996,0.046,0.331304422,0.256804934,0.157677088,-0.125987588,-0.199198415,-0.349645982,0.301,0.953,1.125,1.142,0.068,0.457,0.876,0.966,0.001691387,0.075107527,-0.688206605,-0.167146155
YFL042C,0.396948599,0.435216598,0.320034657,0.316000884,0.29096939,0.785216598,0.638660198,0.367335782,-0.089133739,-0.445944518,0.170554447,0.080034657,0.653,1.813,1.832,1.588,0.413,1.065,1.341,1.336,-0.21,-0.348752695,-0.154575489,-0.174575489
YEL007W,-0.844298302,-0.477524694,0.195008664,-0.134575489,-0.576537036,-0.344922022,0.12,0.136048131,0.216948599,-0.035810516,0.105424511,-0.084298302,0.22,-0.07,0.31,0.68,0.29,-0.09,0.05,0.32,0.062216935,0.066463778,-0.189445553,-0.454783402
YHR199C,0.780822376,0.939383669,0.304861211,0.142001386,0.58377966,1.259400602,0.612660198,0.047932713,0.356315074,-0.109461791,0.709096804,0.624189249,1.228,1.958,2.128,1.782,0.653,1.328,1.548,1.388,0.49171358,0.415048131,0.366343059,0.343866261
YHR198C,0.669214148,1.016964949,0.68684386,0.220632423,1.049793395,1.753994494,1.245760542,0.327830674,0.493167735,0.25916556,0.276897794,0.272,0.182,0.148,,0.439,,0.449,,0.271,0.441152265,0.600500087,0.148495222,0.091866037
YER175C,0.500554447,1.205077978,1.055216598,0.200311894,0.437002676,1.235849185,0.945424511,0.187783897,0.064189484,-0.184922022,0.600034657,0.200866261,0.14,0.921,1.197,1.577,-0.002,0.723,1.13,1.419,0.016782208,0.210554447,-0.251874431,-0.144991336
YPR071W,0.242274475,0.230034657,0.012216935,-0.365489516,0.013523258,-0.458054484,-0.881,-0.177,0.035077978,-0.078302455,0.295008664,0.380554447,-0.03,0.49,0.28,0.29,0.06,0.62,0.33,0.23,-0.084991336,-0.144922022,0.095216598,0.085701698
YIR040C,-0.466961096,-0.734,-0.281,,,-0.767,-0.183,-0.144,,,-0.72,-0.242,-0.01,0.195,0.249,0.282,-0.431,-0.314,-0.096,-0.069,,-0.84,0.454,-0.218
YIL011W,-1.045470835,-1.37254308,-1.067253627,-0.458354357,-0.939677633,-1.173,-1.009490852,-0.103,-0.004380747,0.136096804,0.151583263,0.243726609,0.662,-0.568,-1.271,-0.897,0.258,-0.762,-1.042,-1.067,0.148232183,-0.307,0.123463341,0.054125908
YGL260W,,-0.442922022,0.119463341,-0.330994455,-0.234023478,-0.20179256,-0.015,-0.057880168,-0.28576493,-0.57462024,-0.50117968,-0.074725638,0.109,0.414,0.361,0.193,-0.137,-0.16,0.116,0.091,-0.240419393,-0.159013623,-0.138,-0.061810516
YGR150C,-0.131182395,-0.175810516,-0.465585032,-0.113051401,-0.22959155,-0.611874431,-0.701861472,-0.414783402,-0.098752695,0.194055482,-0.189861375,-0.094922022,-0.65,-0.65,-0.59,-0.65,-0.45,-0.37,-0.65,-0.37,0.035216598,-0.288692893,-0.258677633,-0.063536222
YPR152C,0.573977055,0.219214148,-0.129861375,-0.040274652,0.005,0.134824645,0.105,0.105095623,-0.13282661,-0.381783402,-0.200302455,-0.141959326,-0.45,-0.001,-0.18,-0.21,-0.22,0.06,0.02,-0.19,-0.666810516,-0.277500609,-0.212499913,0.090526495
YHR003C,-0.710624802,-0.35494143,-0.130944518,-0.164950094,-0.333349307,0.035583263,0.171802581,0.13350078,0.106333032,0.11418333,0.096725348,0.028759666,0.684,0.617,0.76,0.809,0.35,0.646,0.544,0.33,0.096211503,0.42114833,0.261649408,0.181502166
YMR040W,0.989,1.828866261,1.580025536,,,,0.491,,-1.05294143,-0.893,-1.464,-0.808,0.797,2.003,1.94,,0.551,1.457,1.304,0.997,-0.32132632,-0.346,-0.155,-0.429
YBR301W,-0.053763028,-0.598580995,-0.204913418,-0.494892473,-0.340605895,-0.503,-0.489835421,-0.270994455,-0.253211749,-0.398,-0.128,0.118733225,0.371,1.093,1.146,1.083,-0.07,0.399,0.709,0.637,-0.156525345,0.07,-0.016838114,-0.065291979
YHR001W,0.49438623,0.714444043,0.434041613,0.344112287,0.912346229,1.839760542,1.384443508,0.356931413,0.285649408,0.216788251,0.08963462,0.21863462,0.31,0.061,0.381,0.368,0.562,0.569,0.456,0.446,-0.17145537,0.622029998,-0.005749531,-0.118718635
YJL105W,-0.217051401,-0.009716489,-0.319233263,0.144453741,,-0.429,-0.177,0.285,-0.198,0.339,0.24891247,-0.306575489,0.014,-0.033,-0.077,-0.411,0.051,0.25,0,-0.185,-0.139766075,0.189189249,0.201028072,0.214
YIL158W,-1.245417488,-1.55142856,-1.032536659,0.443689324,-0.672508247,-0.322,0.381,0.032201896,0.993203777,1.664137875,0.319,0.403660198,-0.126,-1.534,-1.483,-1.064,-0.327,-1.141,-1.527,-1.567,0.614746373,0.497576111,0.350824645,-0.014580995
YNL034W,-0.026,-0.381412111,,,-0.144,,-0.612,0.032265434,0.117,0.209,0.132,0.199,-0.155,0.547,0.55,-0.183,-0.015,-0.252,0.234,0.132,0.086817605,-0.001,-0.06,
YPR027C,0.085118448,-0.538569552,-0.730470817,-0.66892381,0.833281365,0.691361211,-0.48447496,-0.123380747,0.268,0.044304789,0.657502547,0.19650078,0.204,0.243,0.066,-0.353,0.164,0.195,0.131,0.165,0.072343059,0.460434323,-0.016454166,0.115394105
YDR451C,-0.751677633,-0.989645982,-0.672216103,0.620271697,0.446992883,0.590213814,0.826211323,0.762181915,1.610125908,1.202271046,1.297,0.837675446,-0.154,-0.276,0.067,0.086,-0.343,-0.131,-0.193,-0.285,0.509,0.49705857,0.820948599,0.839897005
YBR028C,-0.53483736,-0.816260945,-0.952813806,-0.714874431,0.00264821,-0.068838114,-0.744298302,-0.6630575,0.233038904,0.087592778,0.037186194,-0.04744479,0.325,0.132,-0.025,-0.206,0.363,0.295,0.252,-0.292,0.346660198,0.020645643,0.061948599,0.048271046
YDR141C,-0.049189569,0.175519495,0.206992466,-0.027470835,-0.427133963,-0.46549861,-0.233473505,0.001824645,-0.298012686,-0.480866025,-0.21947496,-0.303577284,-0.172,-0.116,0.093,-0.25,0.191,-0.086,,-0.048,-0.38083444,-0.197,-0.137368219,-0.136398037
YBR101C,0.276858117,-0.767177624,-0.23425653,-0.247063275,0.383192765,-1.59,0.05119868,-0.188692893,0.145670828,0.361887839,-0.141878124,0.245152265,0.374,1.006,1.054,0.612,0.046,1.501,1.425,0.537,0.329928449,0.784871197,0.871708021,1.543554151
YDR090C,0.020645556,0.42140845,0.021371804,-0.128470835,0.001529165,0.644,0.186746373,0.225470912,0.239322367,-0.27,0.4230785,0.199455033,-0.233,0.149,0.366,0.321,-0.2,-0.036,0.326,0.287,0.122519495,0.688760542,-0.126381388,0.17261017
YLR213C,-0.407931607,0.109038664,-0.27004825,-0.167,-0.23,,,0.294,-0.251892473,-0.116,-0.226381388,-0.141,-0.078,0.437,0.47,0.041,-0.406,-0.219,-0.088,-0.62,-0.402217792,-0.386886271,0.056829116,-0.149832265
